Sample_No,Sample_date,SourceNo,Rep,SingleSamp,Town,arsenic,fluoride,manganese,nitrate,nitrite,uranium,Latitude,Longitude
D024886001,24-Jun-08,3,a,,Beaver Cove,0.1,,,,,,45.53619731,-69.54308771
D024885001,24-Jun-08,3,b,,Beaver Cove,15,,,,0.025,3.1,45.53619731,-69.54308771
E025151001,08-Jun-09,3,c,,Beaver Cove,4.3,0.1,0.0022,1,,6.2,45.53619731,-69.54308771
D040369001,02-Sep-08,3,d,,Beaver Cove,0.1,,,,,0.25,,
A010575001,17-Nov-05,1,a,Y,Beddington,12,2.4,0.02,0.05,0.005,35,,
B027379001,14-Aug-06,2,a,Y,Beddington,0.1,0.1,0.0032,0.5,0.005,0.25,,
A023528001,18-Oct-05,32,a,Y,Belfast,5.8,0.1,0.00025,1.61,0.005,0.9,44.44802824,-69.03195951
A017271001,22-Aug-05,11,a,Y,Belfast,0.1,0.2,0.00025,0.05,0.005,0.25,44.41941564,-69.04670339
A013419001,18-Jul-05,15,a,Y,Belfast,20,0.1,0.12,0.05,0.005,1.7,44.45823976,-69.03385228
A009709001,27-Jun-05,10,a,Y,Belfast,8.7,0.1,0.16,0.12,0.005,0.5,44.41442228,-69.07876754
A019752001,13-Sep-05,40,a,Y,Belfast,1,0.1,0.017,0.72,0.005,0.25,44.41414004,-69.07936042
A019875001,01-Dec-05,2,a,,Belfast,2.8,,,0.17,,,,
A024635001,19-Oct-05,33,a,Y,Belfast,1.7,0.29,0.056,0.05,0.005,0.7,44.378046,-69.06527992
A029710001,13-Dec-05,21,a,Y,Belfast,10,0.28,0.06,0.05,0.005,0.005,44.42539457,-69.00710624
A026268001,02-Feb-06,14,a,Y,Belfast,4.7,0.1,0.0078,0.39,0.005,0.8,44.46138026,-69.03598048
B020681001,25-Jul-06,27,a,Y,Belfast,51,0.24,0.007,0.5,0.005,0.8,44.42859059,-69.07422636
B020534001,18-Jul-06,4,a,Y,Belfast,35,0.1,0.017,0.5,0.005,0.25,44.4545841,-68.98684631
B007070001,07-Mar-06,23,a,,Belfast,4,,2.4,,0.005,,44.41787691,-69.07194306
B014494001,26-Apr-06,35,a,Y,Belfast,1.8,0.1,0.012,3.7,0.005,0.25,,
B029166001,28-Aug-06,25,a,Y,Belfast,0.1,0.29,0.044,0.5,0.005,0.25,,
B023973001,09-Jul-06,22,a,Y,Belfast,1.9,0.1,0.024,1,0.005,0.25,44.40949255,-69.08710837
B031215001,12-Sep-06,13,a,Y,Belfast,5.8,0.62,0.00025,0.5,0.005,0.25,44.39651153,-69.00784406
B027621001,07-Aug-06,17,a,Y,Belfast,7.7,0.1,0.14,0.5,0.005,0.25,44.42419657,-69.0089396
B028155001,14-Aug-06,16,a,Y,Belfast,7.8,0.23,0.004,0.5,0.005,1.6,44.42833812,-69.07014655
B032880001,04-Oct-06,8,a,Y,Belfast,1.7,0.1,0.00025,1.8,0.005,3,44.43833542,-69.02876487
B037718001,13-Nov-06,5,a,,Belfast,16,0.1,0.00025,2.7,0.005,2.6,44.46404278,-69.03642353
B040109001,27-Dec-06,31,a,Y,Belfast,2.5,0.2,0.059,,0.005,0.84,44.41446294,-69.04990585
B035769001,18-Oct-06,41,a,Y,Belfast,14,,,,,,44.43400603,-69.00309021
B040753001,18-Dec-06,26,a,,Belfast,0.1,0.1,0.11,4.2,,0.25,44.42311541,-69.05757226
B027276001,19-Jun-07,43,a,,Belfast,24,,,,,,,
C001909001,16-Jan-07,30,a,Y,Belfast,1.5,0.1,0.031,0.5,0.005,0.25,44.45008443,-69.00133867
C020880001,13-Jun-07,1,a,Y,Belfast,2.1,0.64,0.29,0.5,0.005,2.1,44.41861015,-69.0182842
C023877001,18-Jun-07,34,a,Y,Belfast,0.69,0.55,0.045,0.005,0.005,0.25,44.39188147,-69.05184568
C030374001,09-Jul-07,36,a,Y,Belfast,1.7,0.05,0.0025,0.1,0.005,0.25,44.46128577,-69.00718285
C039072001,06-Sep-07,3,a,Y,Belfast,0.1,1.2,0.00025,0.62,0.005,1.3,44.42863465,-69.01245888
C058823001,07-Jan-08,7,a,Y,Belfast,0.1,0.05,0.00025,6.7,0.005,0.74,44.44932874,-69.02535676
D015932001,09-Apr-08,24,a,Y,Belfast,1.4,0.05,0.0012,0.65,0.025,0.25,44.43610213,-69.03337314
C058240001,15-Jan-08,6,a,,Belfast,0.1,0.05,0.079,0.06,0.005,0.25,44.42808867,-69.04337764
D011193001,19-Mar-08,9,a,Y,Belfast,1.2,0.1,0.00025,3.6,0.02,1.4,44.45157316,-69.0286435
D007973001,10-Mar-08,18,a,Y,Belfast,1.6,0.05,0.00025,0.02,0.01,0.25,44.43787551,-68.99932653
D012796001,02-Apr-08,29,a,Y,Belfast,0.6,0.05,0.00075,0.11,0.025,0.25,44.41526298,-69.07695391
D013660001,31-Mar-08,38,a,Y,Belfast,0.1,0.9,0.00025,0.7,0.025,1,44.4167485,-68.99480123
D043193001,06-Oct-08,37,a,Y,Belfast,0.96,0.05,0.00025,1.1,0.025,1.5,44.44419109,-69.02797116
D047983001,20-Oct-08,12,a,Y,Belfast,6.2,0.5,0.012,0.005,0.025,1,44.42858978,-69.05457743
D050845001,03-Nov-08,28,a,,Belfast,0.1,0.5,0.037,0.005,0.025,0.25,44.42927667,-68.9819965
D050859001,29-Oct-08,19,a,Y,Belfast,0.1,0.3,0.031,0.005,0.025,0.25,44.39901813,-69.06241621
E000614003,12-May-09,42,a,Y,Belfast,0.1,1,0.032,0.025,0.025,0.25,,
E027667001,15-Jun-09,39,a,,Belfast,27,0.1,0.00025,0.43,,3.5,44.45423009,-69.03091404
A008591001,13-Jun-05,23,b,,Belfast,0.6,0.1,,0.05,,0.25,44.41787691,-69.07194306
B029226001,30-Aug-06,6,b,,Belfast,5.4,0.1,0.0098,1.3,0.005,0.25,44.42867201,-69.04351273
B028550001,17-Aug-06,4,a,Y,Bethel,0.1,0.1,0.0015,0.5,0.005,0.25,,
B033157001,03-Oct-06,9,a,Y,Bethel,0.1,0.1,0.014,0.5,0.005,0.25,,
C018693001,23-May-07,2,a,Y,Bethel,0.1,0.1,0.0043,,0.005,0.25,,
C020886001,23-May-07,10,a,Y,Bethel,0.1,0.1,0.00025,0.5,0.005,0.25,44.39389565,-70.7674611
C031447001,18-Jul-07,13,a,Y,Bethel,0.1,0.7,0.001,0.02,0.005,6.9,,
C041831001,12-Sep-07,7,a,Y,Bethel,0.1,0.05,0.12,0.005,0.005,0.25,,
C058159001,02-Jun-08,12,a,Y,Bethel,2.5,1.4,0.017,0.01,0.005,0.25,44.43473225,-70.71112149
D025981001,23-Jun-08,16,a,Y,Bethel,0.1,0.05,0.005,2.8,0.025,0.25,,
D029208001,07-Jul-08,8,a,Y,Bethel,0.1,0.3,0.087,0.005,0.025,1.6,,
E022757001,19-May-09,6,a,Y,Bethel,0.1,0.2,0.00025,0.025,0.025,7.7,,
A009296001,14-Jun-05,18,b,,Bethel,0.1,0.1,0.026,,0.005,,44.48090767,-70.74366064
B028543001,23-Aug-06,19,,,Bethel,0.1,0.1,0.021,1,0.005,0.25,,
A005494001,01-Jun-05,4,a,Y,Biddeford,15,0.4,0.00025,0.05,0.005,4.8,43.50182198,-70.5172769
A008914002,27-Jun-05,5,a,Y,Biddeford,3.9,0.3,0.0045,0.05,0.005,0.25,43.49976304,-70.52113722
B018279001,19-Jul-06,7,a,Y,Biddeford,1.1,0.1,0.00025,1.1,0.005,0.8,43.51113552,-70.52335855
B024147001,19-Jul-06,8,a,Y,Biddeford,2.8,1.11,0.00025,0.5,0.005,2.8,43.47480905,-70.51918156
B028544001,23-Oct-06,15,a,Y,Biddeford,0.51,0.1,0.17,1.3,0.005,0.25,,
B028560001,23-Oct-06,9,a,Y,Biddeford,14,0.71,0.011,0.5,0.005,2.4,,
A004668001,04-Sep-07,3,a,,Biddeford,170,0.05,0.0081,,0.005,0.25,43.44798649,-70.37995684
B026999001,22-Jan-07,18,a,,Biddeford,410,,,,,,,
C042478001,12-Sep-07,1,a,Y,Biddeford,1.8,0.05,0.0023,0.005,0.005,0.25,43.41987722,-70.38761102
A017161001,16-Aug-05,5,a,Y,Eastport,24,0.1,0.029,0.05,0.005,0.8,44.90968105,-66.99911103
B004662001,14-Aug-06,1,a,Y,Eastport,0.9,0.1,0.019,1,0.005,2.1,44.91761158,-67.00832734
B017081001,10-Jul-06,3,a,Y,Eastport,18,1.52,0.0078,0.5,0.005,0.25,44.90393098,-66.99363716
B019970001,12-Jun-06,8,a,,Eastport,0.1,,0.62,,,0.25,,
C054778001,26-Nov-07,6,a,Y,Eastport,0.1,0.1,0.00025,2.8,0.005,0.25,44.89822043,-66.99070069
C044163001,20-Sep-07,9,a,Y,Eastport,0.1,1.5,0.0077,,0.005,0.25,,
C051356001,24-Oct-07,2,a,Y,Eastport,5.9,0.1,0.0061,0.13,0.005,5.5,44.91217611,-66.98655988
D007114001,11-Feb-08,7,a,Y,Eastport,1.2,0.7,0.11,0.005,0.01,0.25,44.93247564,-67.04393123
D020962001,12-May-08,4,a,Y,Eastport,3.9,0.05,0.012,0.48,0.025,12,44.91281662,-66.98846025
B021644001,26-Jun-06,8,b,,Eastport,0.1,0.1,,3.6,0.005,0.25,,
A009016001,20-Jun-05,23,a,Y,Eddington,1.3,0.1,0.00025,0.12,0.005,0.25,44.77042893,-68.58408329
B009994001,21-Mar-06,6,a,Y,Eddington,0.1,0.1,0.02,0.74,0.005,0.9,44.84091164,-68.64163644
A009820001,27-Jun-05,22,a,Y,Eddington,7.1,0.25,0.0036,0.1,0.005,3.5,44.78797567,-68.58035688
A027224001,08-Jun-06,5,a,,Eddington,1.7,0.1,0.031,0.5,0.005,0.5,44.81717793,-68.63678733
B004704001,13-Feb-06,3,a,Y,Eddington,0.9,0.1,0.00025,0.8,0.005,0.8,,
B012814001,13-Jun-06,14,a,Y,Eddington,1.3,0.76,0.025,0.5,0.005,2.9,44.8240736,-68.58794036
B014075001,16-Oct-06,2,a,Y,Eddington,0.1,0.1,0.00025,1,0.005,0.25,,
B014805001,17-May-06,18,a,Y,Eddington,0.7,0.1,0.018,0.5,0.005,2,44.85872125,-68.67183563
B020525001,14-Jun-06,11,a,Y,Eddington,0.1,0.1,0.015,0.5,0.005,1.7,,
C037969001,22-Aug-07,21,a,Y,Eddington,3.2,0.1,0.0018,0.03,0.005,1.1,,
B040053001,11-Dec-06,9,a,Y,Eddington,0.1,0.1,0.011,0.5,0.005,0.25,44.82886522,-68.67673034
C015529001,18-Sep-07,1,a,Y,Eddington,0.1,0.1,0.0006,1.3,0.005,2,44.85458212,-68.6735453
C015690001,02-May-07,12,a,Y,Eddington,4.6,0.1,0.003,0.5,0.005,0.89,44.78162496,-68.58077395
C024300001,14-Jun-07,20,a,Y,Eddington,3,,0.047,0.5,0.005,2.6,,
D020411001,12-May-08,17,a,Y,Eddington,2.2,0.1,0.0022,0.39,0.025,4.6,44.8294056,-68.69599871
C040266001,04-Sep-07,25,a,Y,Eddington,9.7,0.1,0.00058,1.8,0.005,0.57,44.80647007,-68.59277121
C048048001,03-Oct-07,15,a,Y,Eddington,0.64,0.1,0.013,0.02,0.005,0.25,,
C050246001,22-Oct-07,24,a,Y,Eddington,5.2,0.1,0.0036,0.005,0.005,3,44.7966325,-68.58158316
C053623001,07-Nov-07,4,a,Y,Eddington,0.79,0.5,0.0046,0.005,0.005,1.8,44.82417784,-68.58829187
D007438001,19-Feb-08,16,a,,Eddington,0.1,,,0.15,0.01,,44.8058788,-68.58861566
E016890001,06-May-09,19,a,Y,Eddington,0.88,0.2,0.036,0.025,0.025,,44.84939949,-68.68021627
D037410001,18-Aug-08,8,a,Y,Eddington,2.5,0.1,0.00025,0.11,0.025,0.25,,
E006975001,26-Feb-09,13,a,Y,Eddington,1.1,0.3,0.056,0.005,0.025,4.1,44.83613453,-68.69504745
E017401001,21-Apr-09,10,a,Y,Eddington,0.92,0.1,0.00061,1.2,0.025,1.6,44.82214201,-68.62596047
E017402001,21-Apr-09,7,a,Y,Eddington,0.81,0.1,0.00025,0.25,0.025,1.4,44.82268441,-68.6262758
A027228001,16-Nov-05,5,b,,Eddington,0.1,,,,,,44.81717793,-68.63678733
B016715001,09-May-06,16,b,,Eddington,0.1,0.1,0.00025,,,0.25,44.8058788,-68.58861566
A005324001,25-May-05,3,a,Y,Edgecomb,3.9,0.1,0.31,0.05,0.005,0.6,,
B008898001,09-Mar-06,20,a,Y,Edgecomb,0.1,0.1,0.0012,0.35,0.005,0.9,43.94089451,-69.65362578
A016651001,14-Dec-05,4,a,Y,Edgecomb,0.1,0.1,0.005,0.44,0.005,0.005,,
A007983001,29-Jun-05,21,a,Y,Edgecomb,0.1,0.1,0.0076,0.15,0.005,6.7,43.93740694,-69.67100277
A013138001,05-Jul-05,8,a,Y,Edgecomb,0.1,0.1,0.01,0.23,0.005,0.25,,
A014764001,25-Jul-05,31,a,Y,Edgecomb,0.1,0.1,0.046,0.1,0.005,1.1,43.9502531,-69.62963367
A030357001,05-Apr-06,1,a,Y,Edgecomb,0.1,0.1,0.0018,0.05,0.005,0.9,43.98689475,-69.59257128
A030416001,04-Jan-06,5,a,Y,Edgecomb,0.1,0.1,0.0011,0.05,0.005,0.25,43.93942075,-69.6546293
A030717001,23-Jan-06,34,a,Y,Edgecomb,0.1,0.1,0.067,0.05,0.005,0.25,,
B018390001,24-May-06,28,a,Y,Edgecomb,0.1,0.1,0.017,0.5,0.005,0.25,43.93936005,-69.66695164
B018482001,02-Jun-06,27,a,Y,Edgecomb,0.1,0.1,0.19,1,0.005,2.5,43.96341812,-69.62957509
B020777001,20-Jun-06,18,a,Y,Edgecomb,0.1,0.1,0.0026,0.5,0.005,0.25,44.00361574,-69.6369112
B023658001,10-Jul-06,30,a,Y,Edgecomb,0.7,0.1,0.0007,0.5,0.005,0.25,43.9679708,-69.5924758
B028253001,26-Sep-06,36,a,Y,Edgecomb,1.6,,,,,0.25,,
B032817001,31-Jul-07,23,a,Y,Edgecomb,1.3,0.1,0.00025,0.28,0.005,0.76,43.97430424,-69.63311461
C002725001,22-Jan-07,29,a,Y,Edgecomb,0.1,0.1,0.0021,0.5,0.005,0.25,43.93890595,-69.667376
C042403001,09-Oct-07,25,a,Y,Edgecomb,0.1,0.2,0.021,0.005,0.005,0.25,43.96781879,-69.57976925
C044099001,16-Oct-07,33,a,Y,Edgecomb,4.8,0.1,1.8,0.005,0.005,0.25,,
C058981001,07-Jan-08,13,a,Y,Edgecomb,0.1,0.1,0.00061,3.8,0.005,,,
C058982001,07-Jan-08,10,a,Y,Edgecomb,0.1,0.1,0.0061,1.7,0.005,,,
C058984001,11-Jan-08,11,a,Y,Edgecomb,0.1,0.05,0.023,0.24,0.005,,,
C058985001,11-Jan-08,12,a,Y,Edgecomb,0.62,0.1,0.001,1.5,0.005,,,
C058986001,11-Jan-08,19,a,,Edgecomb,0.1,0.2,0.067,0.12,0.005,,,
C058987001,08-Jan-08,16,a,Y,Edgecomb,0.1,0.2,0.015,0.005,0.005,,,
C058989001,11-Jan-08,14,a,Y,Edgecomb,0.1,0.05,0.00057,0.04,0.005,,,
C058990001,07-Jan-08,15,a,Y,Edgecomb,0.1,0.05,0.018,0.1,0.005,,,
C058991001,11-Jan-08,9,a,Y,Edgecomb,0.1,0.1,0.037,0.03,0.005,,,
D025689001,18-Jun-08,17,a,Y,Edgecomb,0.1,0.05,0.00096,0.94,0.025,2.7,43.93647524,-69.67066596
E016492001,16-Apr-09,22,a,Y,Edgecomb,0.1,0.1,0.021,0.46,0.025,4,43.93900093,-69.65803132
D034971001,30-Jul-08,32,a,Y,Edgecomb,0.1,0.05,0.0037,0.08,0.025,0.25,43.99506649,-69.65125385
D048002001,14-Oct-08,35,a,Y,Edgecomb,0.1,0.05,0.036,0.36,0.025,2.5,,
E005008001,17-Feb-09,2,a,Y,Edgecomb,0.1,0.05,0.059,0.005,0.025,6,43.99403945,-69.60804977
E020006001,07-Jul-09,26,a,Y,Edgecomb,0.1,0.05,0.00025,0.34,0.025,0.25,43.9511361,-69.66559199
E021798001,18-May-09,24,a,Y,Edgecomb,0.1,0.1,0.00025,0.025,0.025,0.25,,
E022404001,18-May-09,6,a,Y,Edgecomb,1.2,0.1,0.071,0.025,0.025,0.25,44.00165759,-69.61123184
C058988001,07-Jan-08,19,b,,Edgecomb,0.1,,,,,,,
C021612001,04-Jun-07,2,a,Y,Edinburg,1.1,0.1,0.002,0.5,0.005,0.25,45.21700835,-68.64699315
C038585001,04-Sep-07,4,a,Y,Edinburg,0.1,0.05,0.15,0.14,0.005,0.68,,
D047869001,23-Dec-08,3,a,Y,Edinburg,4.9,0.7,0.066,0.005,0.025,1.7,,
E005715001,04-Mar-09,1,a,Y,Edinburg,2.5,1,0.00025,0.005,0.025,3.3,45.19790474,-68.62739775
A028170001,06-Dec-05,3,a,Y,Edmunds Twp,8,0.1,0.21,0.05,0.005,0.25,,
B038837001,04-Dec-06,7,a,Y,Edmunds Twp,0.1,0.1,0.017,0.5,0.005,0.58,,
C010413001,29-Mar-07,5,a,Y,Edmunds Twp,0.95,0.29,0.2,0.5,0.005,1.3,44.8767914,-67.17150377
C011881001,25-Sep-07,6,a,,Edmunds Twp,2.2,0.3,0.77,0.02,0.005,0.25,,
C027624001,09-Jul-07,4,a,Y,Edmunds Twp,12,0.1,0.00025,0.76,0.005,0.85,,
C050053001,31-Mar-08,2,a,Y,Edmunds Twp,2.5,0.2,0.012,0.005,0.005,0.25,,
A021383001,23-Sep-05,1,a,Y,Embden,0.1,0.47,0.026,0.05,0.005,0.25,44.93427183,-69.94440521
B008662001,01-Mar-06,11,a,Y,Embden,7.9,0.1,0.017,0.33,0.005,1.7,,
B019167001,10-Jul-06,12,a,,Embden,2.9,,,,,,,
B016140001,05-Sep-06,9,a,Y,Embden,0.1,1.03,0.00025,0.5,0.005,0.25,,
B028402001,21-Aug-06,8,a,Y,Embden,0.93,0.67,0.0085,0.5,0.005,0.25,,
B041516001,09-Jan-07,6,a,Y,Embden,5.1,0.1,0.042,0.5,0.005,0.25,,
C006663001,13-Mar-07,13,a,,Embden,0.1,0.24,,0.5,,,44.94387887,-69.92035578
C006664001,26-Feb-07,17,a,Y,Embden,2.1,0.1,0.0034,0.5,0.005,0.25,44.90159401,-69.90505185
C017681001,07-May-07,3,a,Y,Embden,0.1,0.1,0.0015,0.5,0.005,0.25,,
C019613001,15-May-07,15,a,Y,Embden,8.7,0.1,0.0013,0.5,0.005,2.5,44.97586395,-69.87956507
C026088001,17-Jul-07,4,a,Y,Embden,1.2,0.05,0.00096,0.12,0.005,2.6,44.8869824,-69.9052503
C030919001,16-Jul-07,2,a,Y,Embden,0.1,0.5,0.31,0.005,0.005,0.25,,
C036044001,02-Oct-07,16,a,Y,Embden,3,0.05,19,,0.005,0.25,,
C056378001,05-Feb-08,5,a,Y,Embden,0.1,0.05,0.0034,0.44,0.005,0.25,44.94557876,-69.94284143
D032023001,30-Jul-08,7,a,Y,Embden,5.6,0.1,0.0083,0.01,0.025,1.8,,
D044301001,08-Oct-08,10,a,Y,Embden,1.6,0.3,0.057,0.005,0.025,0.25,,
D052475001,07-Nov-08,14,a,Y,Embden,0.1,0.05,0.0046,,0.025,0.25,44.8816816,-69.97203623
D034758001,11-Aug-08,12,b,,Embden,3.1,0.5,0.00025,0.005,0.025,0.5,,
E000241001,13-May-09,13,b,,Embden,0.1,,0.081,,0.025,0.25,44.94387887,-69.92035578
A003672001,23-May-05,22,a,Y,Enfield,0.6,0.1,0.0045,0.95,0.005,0.25,,
A026466001,01-Nov-05,23,a,Y,Enfield,4.2,0.47,0.004,0.05,0.005,2.6,,
A027697001,21-Nov-05,4,a,Y,Enfield,1,0.3,1.3,2.24,0.005,2.4,,
B013811001,19-Apr-06,7,a,Y,Enfield,3,0.1,0.0034,0.65,0.005,0.25,45.23994623,-68.55954804
B031742001,18-Sep-06,17,a,Y,Enfield,0.1,,,,,,45.25357933,-68.59140001
B023781001,24-Jul-06,16,a,Y,Enfield,130,0.1,0.011,0.5,0.005,0.8,45.25377219,-68.58973584
C000301001,08-Jan-07,2,a,Y,Enfield,3.8,0.71,0.14,0.5,0.005,3.9,,
B030954001,27-Sep-06,14,a,Y,Enfield,6.3,0.1,0.00025,1.1,0.005,0.69,45.24658769,-68.56544977
B032302001,25-Sep-06,18,a,Y,Enfield,0.1,0.1,0.01,1.1,0.005,0.25,,
C004370001,05-Feb-07,10,a,Y,Enfield,24,0.44,0.028,0.5,0.005,4.4,,
C016067001,24-Apr-07,9,a,,Enfield,0.73,0.1,0.00025,0.5,0.005,1.9,,
C018926001,14-May-07,1,a,Y,Enfield,0.1,0.1,0.00025,1,0.005,0.25,,
C021577001,14-Jun-07,6,a,Y,Enfield,1.3,0.46,0.16,0.5,0.005,3.9,,
C024013001,18-Jun-07,13,a,Y,Enfield,5.5,0.89,0.034,0.02,0.005,3.8,45.31744889,-68.61336647
C039099001,10-Sep-07,19,a,Y,Enfield,6.8,0.9,0.17,0.005,0.005,3.6,,
D022064001,28-May-08,3,a,Y,Enfield,7.4,1.7,0.032,0.005,0.025,4.3,,
D009255001,27-Feb-08,8,a,Y,Enfield,1.1,0.6,0.036,0.005,0.01,3.9,,
D038848001,03-Sep-08,11,a,Y,Enfield,5.9,0.7,0.075,0.005,0.025,1.9,,
D048856001,21-Oct-08,5,a,Y,Enfield,17,0.1,0.00025,0.19,0.025,0.84,45.24581515,-68.56323048
E002523001,27-Jan-09,21,a,Y,Enfield,22,0.1,1.4,0.005,0.025,0.25,,
E016421001,28-Apr-09,12,a,,Enfield,0.88,,,,0.025,,45.27050829,-68.58731257
E016425001,23-Apr-09,15,a,Y,Enfield,28,0.7,0.01,0.025,0.025,1.8,45.2452557,-68.56523429
E020165001,01-Jun-09,20,a,Y,Enfield,3.5,0.8,0.042,0.025,0.025,3.3,,
B002556001,23-Jan-06,9,b,,Enfield,0.7,,,,,,,
C026123001,24-Jul-07,12,b,,Enfield,0.94,0.1,0.00025,0.84,,0.25,45.27050829,-68.58731257
D053388001,19-Nov-08,9,c,,Enfield,0.66,,,,,,,
D010092001,10-Mar-08,9,d,,Enfield,0.57,,,,,,,
B017353001,05-Jun-06,2,a,,Etna,12,0.1,0.0026,0.5,,0.25,44.74841615,-69.11454735
C006147001,26-Feb-07,1,a,Y,Etna,0.1,0.1,0.00025,0.5,0.005,0.25,44.81405662,-69.11821036
D012027001,31-Mar-08,4,a,Y,Etna,5.4,0.05,0.00025,0.16,0.02,1.6,,
D012255001,27-Mar-08,5,a,Y,Etna,0.7,0.1,0.0017,0.005,0.025,0.69,44.75018479,-69.10240406
D053439001,19-Nov-08,8,a,Y,Etna,0.1,0.05,0.047,0.59,0.025,0.25,44.79881889,-69.16823976
D051087001,05-Nov-08,6,a,Y,Etna,0.98,0.05,0.0014,0.005,0.025,1.3,44.75192779,-69.08678459
D051927001,05-Nov-08,3,a,Y,Etna,2.2,0.05,0.00025,0.05,0.025,1.3,,
E024038001,09-Jun-09,7,a,Y,Etna,1.1,0.1,0.13,0.1,0.08,0.99,44.80329872,-69.16923342
D018715001,05-May-08,2,b,,Etna,6.7,,,,0.025,,44.74841615,-69.11454735
A015072001,25-Jul-05,5,a,Y,Eustis,0.1,0.1,0.069,0.05,0.005,0.25,,
A029464001,12-Dec-05,6,a,Y,Eustis,0.1,0.1,0.005,0.1,0.005,0.005,,
B021464001,28-Jun-06,4,a,Y,Eustis,2.8,0.1,8.9,0.5,0.005,0.25,,
B038457001,20-Nov-06,3,a,Y,Eustis,0.1,0.1,0.0047,0.5,0.005,0.25,,
C017799001,03-May-07,2,a,Y,Eustis,1.3,0.25,0.11,0.5,0.005,0.72,,
D005420001,04-Feb-08,1,a,Y,Eustis,0.8,0.5,0.0025,0.005,0.005,0.25,,
D024534001,09-Jun-08,7,a,Y,Eustis,0.1,0.05,0.00065,0.35,0.025,0.25,,
D035124001,04-Aug-08,9,a,Y,Eustis,3.7,0.05,0.053,0.005,0.025,0.52,,
D053964001,11-Feb-09,8,a,Y,Eustis,0.1,0.05,0.055,1.2,0.025,0.25,,
A019928001,26-Oct-05,4,a,Y,Exeter,6.5,0.75,0.18,0.05,0.005,0.25,44.99294659,-69.08273126
B030546001,19-Sep-06,2,a,Y,Exeter,0.6,0.1,0.0071,5.1,0.005,0.25,44.94815517,-69.08604433
C001950001,13-Feb-07,10,a,,Exeter,0.1,,,0.5,0.005,,,
C006679001,26-Feb-07,5,a,Y,Exeter,0.1,0.1,0.00025,0.5,0.005,0.25,44.94387903,-69.11645574
C011158001,23-Apr-07,12,a,Y,Exeter,0.54,0.1,0.39,0.5,0.005,0.25,44.93482299,-69.14017793
C015691001,19-Apr-07,8,a,Y,Exeter,0.65,0.1,0.016,0.5,0.005,1.5,44.91850675,-69.12680411
C015692001,23-Apr-07,3,a,Y,Exeter,2.4,0.1,0.088,0.5,0.005,0.25,44.93143086,-69.14479258
C015695001,31-May-07,9,a,Y,Exeter,1.1,0.1,0.00074,10,0.005,0.25,,
C054773001,26-Nov-07,6,a,Y,Exeter,0.1,0.05,0.00025,0.04,0.005,0.86,,
D000160001,10-Jan-08,13,a,Y,Exeter,0.1,0.1,0.025,0.005,0.005,0.25,,
D006675001,20-Feb-08,11,a,Y,Exeter,0.1,0.05,0.00025,0.03,0.01,0.25,44.95807488,-69.10109906
D012023001,25-Mar-08,7,a,Y,Exeter,0.1,0.05,0.00079,1.1,0.02,0.25,44.93775163,-69.06747411
E014430001,22-Apr-09,1,a,Y,Exeter,0.1,0.05,0.00025,0.69,0.025,0.25,44.98156773,-69.17320809
C053609001,07-Jan-08,10,b,,Exeter,0.1,,0.026,,,,,
D052986001,18-Nov-08,10,c,,Exeter,0.1,0.1,,,,0.25,,
A024911001,22-May-06,9,a,Y,Fairfield,2,0.23,0.00025,0.5,0.005,0.25,44.58814571,-69.67383255
A019650001,20-Sep-05,3,a,Y,Fairfield,22,0.34,0.0075,0.05,0.005,1.1,44.67534096,-69.68436606
A025359001,24-Oct-05,10,a,Y,Fairfield,6.7,0.1,0.0028,0.33,0.005,2.9,44.67512838,-69.68411739
A026311001,08-Nov-05,15,a,Y,Fairfield,1.7,0.1,0.016,0.05,0.005,2.9,,
B002862001,24-Jan-06,5,a,Y,Fairfield,0.7,0.99,0.0019,0.05,0.005,0.25,,
B002866001,24-Jan-06,6,a,Y,Fairfield,0.6,0.94,0.0019,0.05,0.005,0.25,,
B003023001,21-Mar-06,14,a,,Fairfield,0.1,0.1,,0.52,0.005,,44.60657955,-69.60184317
B006496001,21-Feb-06,11,a,Y,Fairfield,0.1,0.1,0.0026,3.36,0.005,0.25,44.61559206,-69.66127439
B021099001,07-Jul-06,2,a,Y,Fairfield,0.6,2.6,0.052,0.5,0.005,0.25,44.61255731,-69.66673488
B022060001,26-Jun-06,7,a,Y,Fairfield,16,0.36,0.00025,0.5,0.005,0.25,44.67684997,-69.68541438
B030840001,02-Oct-06,8,a,,Fairfield,21,0.23,0.0033,0.5,,1.2,44.60689636,-69.69600706
B037906001,13-Nov-06,20,a,,Fairfield,42,0.57,0.052,0.5,,3.1,,
B026945001,13-Mar-07,24,a,,Fairfield,39,,,,,,,
B041468001,04-Apr-07,21,a,Y,Fairfield,22,0.85,0.019,0.5,0.005,0.83,44.61026476,-69.66480613
C001845001,23-Jan-07,19,a,Y,Fairfield,0.97,0.1,0.02,0.5,0.005,0.69,44.6906357,-69.69415118
C005620001,26-Feb-07,12,a,Y,Fairfield,0.64,0.1,0.00086,2.4,0.005,0.25,44.59132389,-69.69382195
C021705001,05-Jun-07,1,a,Y,Fairfield,2.1,0.1,0.00025,1.6,0.005,0.25,44.60657606,-69.70164412
